item_id,cpse,cluster_id,raw_description,location,stock_qty,unit_price_inr,target_unspsc
IOCL-100443,IOCL,148,"VALVE GATE, 8"", 800#, 304SS, BW ENDS",Panipat Refinery,112,59593,40141611
BPCL-100444,BPCL,148,VALVE GATE 200NB 800LB SS304 BUTTWELD,Kochi Refinery,113,58364,40141611
ONGC-100445,ONGC,149,VALVE-CHECK-BW-1/2IN-CL300-A105,Hazira Plant,105,39338,40141604
IOCL-100446,IOCL,149,"VALVE CHECK, 1/2"", 300#, ASTM A105, BW ENDS",Mathura Refinery,118,39708,40141604
BPCL-100447,BPCL,149,VALVE CHECK DN15 300LBS FORGED CS BUTTWELD,Bina Refinery,22,39500,40141604
ONGC-100448,ONGC,150,FLANGE-WELD-NECK-RF-4IN-CL600-SS304,Mumbai High Offshore,106,12970,40173308
IOCL-100449,IOCL,150,"FLANGE WELD NECK, 4"", 600#, 304SS, FLGD RF",Gujarat Refinery,23,14723,40173308
BPCL-100450,BPCL,150,FLANGE WELD NECK 100NB 600LBS SS304 RAISED FACE,Mumbai Refinery,61,11363,40173308
ONGC-100451,ONGC,151,VALVE-BALL-BW-1/2IN-CL600-SS304,Ankleshwar,2,46947,40141607
IOCL-100452,IOCL,151,"VALVE BALL, 1/2"", 600#, 304SS, BW ENDS",Panipat Refinery,80,43424,40141607
BPCL-100453,BPCL,151,VALVE BALL DN15 600LBS SS304 BUTTWELD,Mumbai Refinery,5,44165,40141607
ONGC-100454,ONGC,152,VALVE-GLOBE-BW-6IN-CL150-WCB,Hazira Plant,77,51032,40141612
IOCL-100455,IOCL,152,"VALVE GLOBE, 6"", 150#, ASTM A216 WCB, BW ENDS",Paradip,123,52489,40141612
BPCL-100456,BPCL,152,VALVE GLOBE 150MM 150LBS CAST CS BUTTWELD,Kochi Refinery,107,50153,40141612
ONGC-100457,ONGC,153,VALVE-GLOBE-BW-2IN-CL800-SS304,Mumbai High Offshore,77,53051,40141612
IOCL-100458,IOCL,153,"VALVE GLOBE, 2"", 800#, 304SS, BW ENDS",Paradip,118,53762,40141612
BPCL-100459,BPCL,153,VALVE GLOBE 50NB 800LB SS304 BUTTWELD,Kochi Refinery,69,53124,40141612
ONGC-100460,ONGC,154,GASKET-SPIRAL-WOUND-BW-1/2IN-CL800-SS316,Mumbai High Offshore,13,3237,31181504
IOCL-100461,IOCL,154,"GASKET SPIRAL WOUND, 1/2"", 800#, AISI 316, BW ENDS",Paradip,39,5661,31181504
BPCL-100462,BPCL,154,GASKET SPIRAL WOUND DN15 800LB 316SS BUTTWELD,Kochi Refinery,91,3542,31181504
ONGC-100463,ONGC,155,VALVE-BALL-RF-6IN-CL600-A105,Ankleshwar,132,44575,40141607
IOCL-100464,IOCL,155,"VALVE BALL, 6"", 600#, ASTM A105, FLGD RF",Paradip,130,47745,40141607
BPCL-100465,BPCL,155,VALVE BALL 150MM 600LBS FORGED CS RAISED FACE,Kochi Refinery,69,47680,40141607
ONGC-100466,ONGC,156,FLANGE-WELD-NECK-RF-6IN-CL300-A105,Uran Trombay,68,10956,40173308
IOCL-100467,IOCL,156,"FLANGE WELD NECK, 6"", 300#, ASTM A105, FLGD RF",Gujarat Refinery,54,12702,40173308
BPCL-100468,BPCL,156,FLANGE WELD NECK 150MM 300LBS FORGED CS RAISED FACE,Mumbai Refinery,31,12077,40173308
ONGC-100469,ONGC,157,VALVE-GATE-BW-4IN-CL800-A105,Mumbai High Offshore,63,58035,40141611
IOCL-100470,IOCL,157,"VALVE GATE, 4"", 800#, ASTM A105, BW ENDS",Panipat Refinery,148,61993,40141611
BPCL-100471,BPCL,157,VALVE GATE 100NB 800LB FORGED CS BUTTWELD,Bina Refinery,110,61265,40141611
ONGC-100472,ONGC,158,VALVE-GLOBE-BW-3IN-CL300-A105,Mumbai High Offshore,59,54929,40141612
IOCL-100473,IOCL,158,"VALVE GLOBE, 3"", 300#, ASTM A105, BW ENDS",Paradip,26,54424,40141612
BPCL-100474,BPCL,158,VALVE GLOBE DN80 300LBS FORGED CS BUTTWELD,Mumbai Refinery,19,50930,40141612
ONGC-100475,ONGC,159,VALVE-GATE-RF-3IN-CL800-WCB,Uran Trombay,80,58562,40141611
IOCL-100476,IOCL,159,"VALVE GATE, 3"", 800#, ASTM A216 WCB, FLGD RF",Mathura Refinery,18,60780,40141611
BPCL-100477,BPCL,159,VALVE GATE DN80 800LB CAST CS RAISED FACE,Kochi Refinery,40,60593,40141611
ONGC-100478,ONGC,160,VALVE-GLOBE-RF-2IN-CL150-SS316,Uran Trombay,85,54792,40141612
IOCL-100479,IOCL,160,"VALVE GLOBE, 2"", 150#, AISI 316, FLGD RF",Gujarat Refinery,73,52546,40141612
BPCL-100480,BPCL,160,VALVE GLOBE 50NB 150LBS 316SS RAISED FACE,Mumbai Refinery,112,50092,40141612
ONGC-100481,ONGC,161,VALVE-CHECK-BW-6IN-CL800-WCB,Mumbai High Offshore,106,36732,40141604
IOCL-100482,IOCL,161,"VALVE CHECK, 6"", 800#, ASTM A216 WCB, BW ENDS",Mathura Refinery,34,37940,40141604
BPCL-100483,BPCL,161,VALVE CHECK 150MM 800LB CAST CS BUTTWELD,Kochi Refinery,116,39061,40141604
ONGC-100484,ONGC,162,GASKET-SPIRAL-WOUND-RF-6IN-CL150-SS316,Ankleshwar,0,4789,31181504
IOCL-100485,IOCL,162,"GASKET SPIRAL WOUND, 6"", 150#, AISI 316, FLGD RF",Gujarat Refinery,102,6266,31181504
BPCL-100486,BPCL,162,GASKET SPIRAL WOUND 150MM 150LBS 316SS RAISED FACE,Bina Refinery,142,3992,31181504
ONGC-100487,ONGC,163,VALVE-BALL-BW-2IN-CL300-SS316,Uran Trombay,128,44358,40141607
IOCL-100488,IOCL,163,"VALVE BALL, 2"", 300#, AISI 316, BW ENDS",Paradip,11,44676,40141607
BPCL-100489,BPCL,163,VALVE BALL 50NB 300LBS 316SS BUTTWELD,Bina Refinery,15,43279,40141607
ONGC-100490,ONGC,164,VALVE-CHECK-RF-8IN-CL800-A105,Uran Trombay,89,38419,40141604
IOCL-100491,IOCL,164,"VALVE CHECK, 8"", 800#, ASTM A105, FLGD RF",Panipat Refinery,75,38519,40141604
BPCL-100492,BPCL,164,VALVE CHECK 200NB 800LB FORGED CS RAISED FACE,Bina Refinery,77,39521,40141604
ONGC-100493,ONGC,165,VALVE-BALL-RF-3IN-CL600-SS316,Mumbai High Offshore,14,44609,40141607
IOCL-100494,IOCL,165,"VALVE BALL, 3"", 600#, AISI 316, FLGD RF",Panipat Refinery,35,43688,40141607
BPCL-100495,BPCL,165,VALVE BALL DN80 600LBS 316SS RAISED FACE,Kochi Refinery,64,44201,40141607
ONGC-100496,ONGC,166,GASKET-SPIRAL-WOUND-RF-1/2IN-CL300-A105,Ankleshwar,61,6124,31181504
IOCL-100497,IOCL,166,"GASKET SPIRAL WOUND, 1/2"", 300#, ASTM A105, FLGD RF",Paradip,35,5909,31181504
BPCL-100498,BPCL,166,GASKET SPIRAL WOUND DN15 300LBS FORGED CS RAISED FACE,Mumbai Refinery,36,4561,31181504
ONGC-100499,ONGC,167,FLANGE-WELD-NECK-BW-1/2IN-CL300-SS316,Ankleshwar,19,11684,40173308
IOCL-100500,IOCL,167,"FLANGE WELD NECK, 1/2"", 300#, AISI 316, BW ENDS",Paradip,116,12037,40173308
BPCL-100501,BPCL,167,FLANGE WELD NECK DN15 300LBS 316SS BUTTWELD,Mumbai Refinery,149,13584,40173308
ONGC-100502,ONGC,168,VALVE-GATE-BW-2IN-CL600-WCB,Mumbai High Offshore,5,59143,40141611
IOCL-100503,IOCL,168,"VALVE GATE, 2"", 600#, ASTM A216 WCB, BW ENDS",Mathura Refinery,85,61835,40141611
BPCL-100504,BPCL,168,VALVE GATE 50NB 600LBS CAST CS BUTTWELD,Kochi Refinery,116,59600,40141611
ONGC-100505,ONGC,169,VALVE-GLOBE-RF-4IN-CL300-SS304,Uran Trombay,139,50851,40141612
IOCL-100506,IOCL,169,"VALVE GLOBE, 4"", 300#, 304SS, FLGD RF",Panipat Refinery,148,50204,40141612
BPCL-100507,BPCL,169,VALVE GLOBE 100NB 300LBS SS304 RAISED FACE,Kochi Refinery,57,53518,40141612
ONGC-100508,ONGC,170,GASKET-SPIRAL-WOUND-RF-1IN-CL600-WCB,Hazira Plant,134,4102,31181504
IOCL-100509,IOCL,170,"GASKET SPIRAL WOUND, 1"", 600#, ASTM A216 WCB, FLGD RF",Gujarat Refinery,81,5732,31181504
BPCL-100510,BPCL,170,GASKET SPIRAL WOUND 25NB 600LBS CAST CS RAISED FACE,Mumbai Refinery,121,5360,31181504
ONGC-100511,ONGC,171,VALVE-BALL-BW-8IN-CL300-SS316,Ankleshwar,55,46087,40141607
IOCL-100512,IOCL,171,"VALVE BALL, 8"", 300#, AISI 316, BW ENDS",Panipat Refinery,96,47064,40141607
BPCL-100513,BPCL,171,VALVE BALL 200NB 300LBS 316SS BUTTWELD,Kochi Refinery,73,46159,40141607
ONGC-100514,ONGC,172,FLANGE-WELD-NECK-RF-2IN-CL300-SS316,Ankleshwar,4,13580,40173308
IOCL-100515,IOCL,172,"FLANGE WELD NECK, 2"", 300#, AISI 316, FLGD RF",Mathura Refinery,124,10032,40173308
BPCL-100516,BPCL,172,FLANGE WELD NECK 50NB 300LBS 316SS RAISED FACE,Bina Refinery,72,10285,40173308
ONGC-100517,ONGC,173,VALVE-BALL-BW-4IN-CL600-A105,Uran Trombay,72,45302,40141607
IOCL-100518,IOCL,173,"VALVE BALL, 4"", 600#, ASTM A105, BW ENDS",Gujarat Refinery,84,43445,40141607
BPCL-100519,BPCL,173,VALVE BALL 100NB 600LBS FORGED CS BUTTWELD,Bina Refinery,28,45314,40141607
ONGC-100520,ONGC,174,VALVE-CHECK-BW-8IN-CL150-SS304,Mumbai High Offshore,119,38006,40141604
IOCL-100521,IOCL,174,"VALVE CHECK, 8"", 150#, 304SS, BW ENDS",Mathura Refinery,111,37079,40141604
BPCL-100522,BPCL,174,VALVE CHECK 200NB 150LBS SS304 BUTTWELD,Kochi Refinery,132,40375,40141604
ONGC-100523,ONGC,175,FLANGE-WELD-NECK-BW-8IN-CL300-WCB,Hazira Plant,116,12109,40173308
IOCL-100524,IOCL,175,"FLANGE WELD NECK, 8"", 300#, ASTM A216 WCB, BW ENDS",Panipat Refinery,100,12814,40173308
BPCL-100525,BPCL,175,FLANGE WELD NECK 200NB 300LBS CAST CS BUTTWELD,Bina Refinery,31,12510,40173308
ONGC-100526,ONGC,176,VALVE-BALL-RF-8IN-CL300-WCB,Hazira Plant,67,44237,40141607
IOCL-100527,IOCL,176,"VALVE BALL, 8"", 300#, ASTM A216 WCB, FLGD RF",Mathura Refinery,45,44811,40141607
BPCL-100528,BPCL,176,VALVE BALL 200NB 300LBS CAST CS RAISED FACE,Kochi Refinery,82,45785,40141607
ONGC-100529,ONGC,177,VALVE-GATE-BW-2IN-CL800-SS304,Mumbai High Offshore,60,61523,40141611
IOCL-100530,IOCL,177,"VALVE GATE, 2"", 800#, 304SS, BW ENDS",Mathura Refinery,72,58066,40141611
BPCL-100531,BPCL,177,VALVE GATE 50NB 800LB SS304 BUTTWELD,Mumbai Refinery,67,60700,40141611
ONGC-100532,ONGC,178,VALVE-GATE-BW-1IN-CL600-WCB,Hazira Plant,140,58904,40141611
IOCL-100533,IOCL,178,"VALVE GATE, 1"", 600#, ASTM A216 WCB, BW ENDS",Paradip,60,61180,40141611
BPCL-100534,BPCL,178,VALVE GATE 25NB 600LBS CAST CS BUTTWELD,Mumbai Refinery,105,58963,40141611
ONGC-100535,ONGC,179,VALVE-CHECK-RF-2IN-CL800-WCB,Ankleshwar,40,39337,40141604
IOCL-100536,IOCL,179,"VALVE CHECK, 2"", 800#, ASTM A216 WCB, FLGD RF",Mathura Refinery,41,38418,40141604
BPCL-100537,BPCL,179,VALVE CHECK 50NB 800LB CAST CS RAISED FACE,Bina Refinery,76,39492,40141604
ONGC-100538,ONGC,180,FLANGE-WELD-NECK-RF-2IN-CL150-A105,Uran Trombay,52,14374,40173308
IOCL-100539,IOCL,180,"FLANGE WELD NECK, 2"", 150#, ASTM A105, FLGD RF",Mathura Refinery,99,13549,40173308
BPCL-100540,BPCL,180,FLANGE WELD NECK 50NB 150LBS FORGED CS RAISED FACE,Bina Refinery,33,10160,40173308
ONGC-100541,ONGC,181,GASKET-SPIRAL-WOUND-BW-4IN-CL300-SS304,Uran Trombay,102,5064,31181504
IOCL-100542,IOCL,181,"GASKET SPIRAL WOUND, 4"", 300#, 304SS, BW ENDS",Mathura Refinery,104,1914,31181504
BPCL-100543,BPCL,181,GASKET SPIRAL WOUND 100NB 300LBS SS304 BUTTWELD,Kochi Refinery,128,2770,31181504
ONGC-100544,ONGC,182,VALVE-CHECK-BW-8IN-CL150-A105,Mumbai High Offshore,140,38177,40141604
IOCL-100545,IOCL,182,"VALVE CHECK, 8"", 150#, ASTM A105, BW ENDS",Panipat Refinery,53,39985,40141604
BPCL-100546,BPCL,182,VALVE CHECK 200NB 150LBS FORGED CS BUTTWELD,Kochi Refinery,132,40608,40141604
ONGC-100547,ONGC,183,VALVE-CHECK-BW-1/2IN-CL800-SS304,Mumbai High Offshore,44,40273,40141604
IOCL-100548,IOCL,183,"VALVE CHECK, 1/2"", 800#, 304SS, BW ENDS",Gujarat Refinery,141,37845,40141604
BPCL-100549,BPCL,183,VALVE CHECK DN15 800LB SS304 BUTTWELD,Mumbai Refinery,132,40834,40141604
ONGC-100550,ONGC,184,GASKET-SPIRAL-WOUND-BW-6IN-CL600-SS304,Hazira Plant,135,2458,31181504
IOCL-100551,IOCL,184,"GASKET SPIRAL WOUND, 6"", 600#, 304SS, BW ENDS",Panipat Refinery,7,5606,31181504
BPCL-100552,BPCL,184,GASKET SPIRAL WOUND 150MM 600LBS SS304 BUTTWELD,Bina Refinery,73,4846,31181504
ONGC-100553,ONGC,185,VALVE-BALL-RF-2IN-CL150-A105,Mumbai High Offshore,117,45447,40141607
IOCL-100554,IOCL,185,"VALVE BALL, 2"", 150#, ASTM A105, FLGD RF",Paradip,83,43497,40141607
BPCL-100555,BPCL,185,VALVE BALL 50NB 150LBS FORGED CS RAISED FACE,Kochi Refinery,26,45915,40141607
ONGC-100556,ONGC,186,VALVE-CHECK-BW-2IN-CL800-A105,Uran Trombay,140,40962,40141604
IOCL-100557,IOCL,186,"VALVE CHECK, 2"", 800#, ASTM A105, BW ENDS",Panipat Refinery,97,39076,40141604
BPCL-100558,BPCL,186,VALVE CHECK 50NB 800LB FORGED CS BUTTWELD,Mumbai Refinery,128,36112,40141604
ONGC-100559,ONGC,187,GASKET-SPIRAL-WOUND-BW-1/2IN-CL150-A105,Mumbai High Offshore,33,4491,31181504
IOCL-100560,IOCL,187,"GASKET SPIRAL WOUND, 1/2"", 150#, ASTM A105, BW ENDS",Gujarat Refinery,49,4536,31181504
BPCL-100561,BPCL,187,GASKET SPIRAL WOUND DN15 150LBS FORGED CS BUTTWELD,Kochi Refinery,144,5768,31181504
ONGC-100562,ONGC,188,VALVE-GLOBE-RF-8IN-CL300-WCB,Mumbai High Offshore,0,54448,40141612
IOCL-100563,IOCL,188,"VALVE GLOBE, 8"", 300#, ASTM A216 WCB, FLGD RF",Mathura Refinery,93,54521,40141612
BPCL-100564,BPCL,188,VALVE GLOBE 200NB 300LBS CAST CS RAISED FACE,Mumbai Refinery,126,54959,40141612
ONGC-100565,ONGC,189,GASKET-SPIRAL-WOUND-RF-1/2IN-CL600-SS316,Mumbai High Offshore,114,4466,31181504
IOCL-100566,IOCL,189,"GASKET SPIRAL WOUND, 1/2"", 600#, AISI 316, FLGD RF",Panipat Refinery,92,3633,31181504
BPCL-100567,BPCL,189,GASKET SPIRAL WOUND DN15 600LBS 316SS RAISED FACE,Mumbai Refinery,124,2565,31181504
ONGC-100568,ONGC,190,VALVE-CHECK-RF-3IN-CL150-SS316,Uran Trombay,78,38238,40141604
IOCL-100569,IOCL,190,"VALVE CHECK, 3"", 150#, AISI 316, FLGD RF",Mathura Refinery,138,38849,40141604
BPCL-100570,BPCL,190,VALVE CHECK DN80 150LBS 316SS RAISED FACE,Mumbai Refinery,68,36796,40141604
ONGC-100571,ONGC,191,GASKET-SPIRAL-WOUND-RF-4IN-CL600-SS316,Mumbai High Offshore,85,2496,31181504
IOCL-100572,IOCL,191,"GASKET SPIRAL WOUND, 4"", 600#, AISI 316, FLGD RF",Mathura Refinery,83,2708,31181504
BPCL-100573,BPCL,191,GASKET SPIRAL WOUND 100NB 600LBS 316SS RAISED FACE,Mumbai Refinery,82,5965,31181504
ONGC-100574,ONGC,192,FLANGE-WELD-NECK-RF-3IN-CL800-WCB,Ankleshwar,99,11499,40173308
IOCL-100575,IOCL,192,"FLANGE WELD NECK, 3"", 800#, ASTM A216 WCB, FLGD RF",Gujarat Refinery,92,12470,40173308
BPCL-100576,BPCL,192,FLANGE WELD NECK DN80 800LB CAST CS RAISED FACE,Bina Refinery,34,10405,40173308
ONGC-100577,ONGC,193,VALVE-GATE-RF-1IN-CL150-SS316,Hazira Plant,123,60062,40141611
IOCL-100578,IOCL,193,"VALVE GATE, 1"", 150#, AISI 316, FLGD RF",Panipat Refinery,111,58592,40141611
BPCL-100579,BPCL,193,VALVE GATE 25NB 150LBS 316SS RAISED FACE,Kochi Refinery,2,59965,40141611
ONGC-100580,ONGC,194,VALVE-GATE-RF-3IN-CL300-A105,Ankleshwar,110,61220,40141611
IOCL-100581,IOCL,194,"VALVE GATE, 3"", 300#, ASTM A105, FLGD RF",Paradip,62,61518,40141611
BPCL-100582,BPCL,194,VALVE GATE DN80 300LBS FORGED CS RAISED FACE,Mumbai Refinery,39,59562,40141611
ONGC-100583,ONGC,195,VALVE-BALL-BW-6IN-CL150-A105,Mumbai High Offshore,37,44855,40141607
IOCL-100584,IOCL,195,"VALVE BALL, 6"", 150#, ASTM A105, BW ENDS",Panipat Refinery,147,45241,40141607
BPCL-100585,BPCL,195,VALVE BALL 150MM 150LBS FORGED CS BUTTWELD,Kochi Refinery,150,45328,40141607
ONGC-100586,ONGC,196,VALVE-BALL-BW-4IN-CL600-SS304,Mumbai High Offshore,64,46720,40141607
IOCL-100587,IOCL,196,"VALVE BALL, 4"", 600#, 304SS, BW ENDS",Paradip,15,46990,40141607
BPCL-100588,BPCL,196,VALVE BALL 100NB 600LBS SS304 BUTTWELD,Mumbai Refinery,47,43386,40141607
ONGC-100589,ONGC,197,VALVE-GLOBE-RF-3IN-CL150-WCB,Hazira Plant,102,52357,40141612
IOCL-100590,IOCL,197,"VALVE GLOBE, 3"", 150#, ASTM A216 WCB, FLGD RF",Paradip,32,53795,40141612
BPCL-100591,BPCL,197,VALVE GLOBE DN80 150LBS CAST CS RAISED FACE,Kochi Refinery,115,53480,40141612
ONGC-100592,ONGC,198,VALVE-GATE-BW-1IN-CL800-A105,Ankleshwar,0,59561,40141611
IOCL-100593,IOCL,198,"VALVE GATE, 1"", 800#, ASTM A105, BW ENDS",Gujarat Refinery,140,58838,40141611
BPCL-100594,BPCL,198,VALVE GATE 25NB 800LB FORGED CS BUTTWELD,Bina Refinery,76,59741,40141611
ONGC-100595,ONGC,199,VALVE-GLOBE-RF-4IN-CL600-SS316,Uran Trombay,116,52412,40141612
IOCL-100596,IOCL,199,"VALVE GLOBE, 4"", 600#, AISI 316, FLGD RF",Paradip,103,51115,40141612
BPCL-100597,BPCL,199,VALVE GLOBE 100NB 600LBS 316SS RAISED FACE,Kochi Refinery,104,50008,40141612
ONGC-100598,ONGC,200,VALVE-GLOBE-BW-3IN-CL300-SS304,Hazira Plant,88,50538,40141612
IOCL-100599,IOCL,200,"VALVE GLOBE, 3"", 300#, 304SS, BW ENDS",Panipat Refinery,124,54456,40141612
BPCL-100600,BPCL,200,VALVE GLOBE DN80 300LBS SS304 BUTTWELD,Kochi Refinery,31,52453,40141612
ONGC-100601,ONGC,201,GASKET-SPIRAL-WOUND-BW-3IN-CL150-A105,Hazira Plant,78,3671,31181504
IOCL-100602,IOCL,201,"GASKET SPIRAL WOUND, 3"", 150#, ASTM A105, BW ENDS",Panipat Refinery,100,2441,31181504
BPCL-100603,BPCL,201,GASKET SPIRAL WOUND DN80 150LBS FORGED CS BUTTWELD,Kochi Refinery,49,5874,31181504
ONGC-100604,ONGC,202,VALVE-BALL-RF-1/2IN-CL300-SS304,Ankleshwar,23,47936,40141607
IOCL-100605,IOCL,202,"VALVE BALL, 1/2"", 300#, 304SS, FLGD RF",Panipat Refinery,106,43582,40141607
BPCL-100606,BPCL,202,VALVE BALL DN15 300LBS SS304 RAISED FACE,Bina Refinery,117,46449,40141607
ONGC-100607,ONGC,203,FLANGE-WELD-NECK-BW-4IN-CL600-WCB,Hazira Plant,62,14807,40173308
IOCL-100608,IOCL,203,"FLANGE WELD NECK, 4"", 600#, ASTM A216 WCB, BW ENDS",Gujarat Refinery,15,12092,40173308
BPCL-100609,BPCL,203,FLANGE WELD NECK 100NB 600LBS CAST CS BUTTWELD,Bina Refinery,118,10946,40173308
ONGC-100610,ONGC,204,VALVE-GLOBE-BW-4IN-CL600-WCB,Ankleshwar,27,50061,40141612
IOCL-100611,IOCL,204,"VALVE GLOBE, 4"", 600#, ASTM A216 WCB, BW ENDS",Panipat Refinery,9,52794,40141612
BPCL-100612,BPCL,204,VALVE GLOBE 100NB 600LBS CAST CS BUTTWELD,Kochi Refinery,136,50278,40141612
ONGC-100613,ONGC,205,VALVE-BALL-BW-8IN-CL800-SS304,Ankleshwar,41,45386,40141607
IOCL-100614,IOCL,205,"VALVE BALL, 8"", 800#, 304SS, BW ENDS",Paradip,110,45552,40141607
BPCL-100615,BPCL,205,VALVE BALL 200NB 800LB SS304 BUTTWELD,Kochi Refinery,133,46492,40141607
ONGC-100616,ONGC,206,VALVE-GATE-BW-6IN-CL800-SS316,Ankleshwar,132,62368,40141611
IOCL-100617,IOCL,206,"VALVE GATE, 6"", 800#, AISI 316, BW ENDS",Gujarat Refinery,12,59396,40141611
BPCL-100618,BPCL,206,VALVE GATE 150MM 800LB 316SS BUTTWELD,Mumbai Refinery,1,62946,40141611
ONGC-100619,ONGC,207,VALVE-GLOBE-BW-1IN-CL600-A105,Mumbai High Offshore,7,53252,40141612
IOCL-100620,IOCL,207,"VALVE GLOBE, 1"", 600#, ASTM A105, BW ENDS",Panipat Refinery,24,51251,40141612
BPCL-100621,BPCL,207,VALVE GLOBE 25NB 600LBS FORGED CS BUTTWELD,Kochi Refinery,121,52522,40141612
ONGC-100622,ONGC,208,GASKET-SPIRAL-WOUND-RF-4IN-CL800-A105,Ankleshwar,15,5702,31181504
IOCL-100623,IOCL,208,"GASKET SPIRAL WOUND, 4"", 800#, ASTM A105, FLGD RF",Mathura Refinery,116,3700,31181504
BPCL-100624,BPCL,208,GASKET SPIRAL WOUND 100NB 800LB FORGED CS RAISED FACE,Kochi Refinery,87,2328,31181504
ONGC-100625,ONGC,209,VALVE-GLOBE-RF-8IN-CL800-SS304,Hazira Plant,2,52017,40141612
IOCL-100626,IOCL,209,"VALVE GLOBE, 8"", 800#, 304SS, FLGD RF",Gujarat Refinery,123,53449,40141612
BPCL-100627,BPCL,209,VALVE GLOBE 200NB 800LB SS304 RAISED FACE,Bina Refinery,149,52245,40141612
ONGC-100628,ONGC,210,FLANGE-WELD-NECK-RF-1IN-CL300-WCB,Ankleshwar,149,13961,40173308
IOCL-100629,IOCL,210,"FLANGE WELD NECK, 1"", 300#, ASTM A216 WCB, FLGD RF",Gujarat Refinery,96,10762,40173308
BPCL-100630,BPCL,210,FLANGE WELD NECK 25NB 300LBS CAST CS RAISED FACE,Mumbai Refinery,28,12927,40173308
ONGC-100631,ONGC,211,VALVE-CHECK-RF-3IN-CL150-SS304,Ankleshwar,127,36235,40141604
IOCL-100632,IOCL,211,"VALVE CHECK, 3"", 150#, 304SS, FLGD RF",Gujarat Refinery,145,40056,40141604
BPCL-100633,BPCL,211,VALVE CHECK DN80 150LBS SS304 RAISED FACE,Mumbai Refinery,10,38858,40141604
ONGC-100634,ONGC,212,FLANGE-WELD-NECK-BW-2IN-CL800-A105,Mumbai High Offshore,117,13670,40173308
IOCL-100635,IOCL,212,"FLANGE WELD NECK, 2"", 800#, ASTM A105, BW ENDS",Gujarat Refinery,104,12739,40173308
BPCL-100636,BPCL,212,FLANGE WELD NECK 50NB 800LB FORGED CS BUTTWELD,Kochi Refinery,124,13195,40173308
ONGC-100637,ONGC,213,VALVE-GATE-BW-3IN-CL600-SS316,Ankleshwar,54,60859,40141611
IOCL-100638,IOCL,213,"VALVE GATE, 3"", 600#, AISI 316, BW ENDS",Gujarat Refinery,86,61958,40141611
BPCL-100639,BPCL,213,VALVE GATE DN80 600LBS 316SS BUTTWELD,Kochi Refinery,94,62819,40141611
ONGC-100640,ONGC,214,GASKET-SPIRAL-WOUND-RF-3IN-CL600-SS304,Mumbai High Offshore,39,4565,31181504
IOCL-100641,IOCL,214,"GASKET SPIRAL WOUND, 3"", 600#, 304SS, FLGD RF",Panipat Refinery,124,6228,31181504
BPCL-100642,BPCL,214,GASKET SPIRAL WOUND DN80 600LBS SS304 RAISED FACE,Bina Refinery,108,5696,31181504
ONGC-100643,ONGC,215,VALVE-BALL-BW-3IN-CL150-SS304,Mumbai High Offshore,18,43147,40141607
IOCL-100644,IOCL,215,"VALVE BALL, 3"", 150#, 304SS, BW ENDS",Panipat Refinery,63,44101,40141607
BPCL-100645,BPCL,215,VALVE BALL DN80 150LBS SS304 BUTTWELD,Mumbai Refinery,142,45564,40141607
ONGC-100646,ONGC,216,VALVE-BALL-RF-2IN-CL150-A105,Hazira Plant,27,46867,40141607
IOCL-100647,IOCL,216,"VALVE BALL, 2"", 150#, ASTM A105, FLGD RF",Panipat Refinery,13,44420,40141607
BPCL-100648,BPCL,216,VALVE BALL 50NB 150LBS FORGED CS RAISED FACE,Kochi Refinery,87,47347,40141607
ONGC-100649,ONGC,217,GASKET-SPIRAL-WOUND-BW-6IN-CL600-WCB,Hazira Plant,17,2714,31181504
IOCL-100650,IOCL,217,"GASKET SPIRAL WOUND, 6"", 600#, ASTM A216 WCB, BW ENDS",Paradip,29,4828,31181504
BPCL-100651,BPCL,217,GASKET SPIRAL WOUND 150MM 600LBS CAST CS BUTTWELD,Kochi Refinery,106,4555,31181504
ONGC-100652,ONGC,218,VALVE-CHECK-RF-4IN-CL300-SS304,Mumbai High Offshore,79,38311,40141604
IOCL-100653,IOCL,218,"VALVE CHECK, 4"", 300#, 304SS, FLGD RF",Paradip,118,40488,40141604
BPCL-100654,BPCL,218,VALVE CHECK 100NB 300LBS SS304 RAISED FACE,Kochi Refinery,100,40514,40141604
ONGC-100655,ONGC,219,VALVE-GLOBE-BW-2IN-CL150-SS316,Mumbai High Offshore,20,50632,40141612
IOCL-100656,IOCL,219,"VALVE GLOBE, 2"", 150#, AISI 316, BW ENDS",Mathura Refinery,98,50969,40141612
BPCL-100657,BPCL,219,VALVE GLOBE 50NB 150LBS 316SS BUTTWELD,Mumbai Refinery,150,54097,40141612
ONGC-100658,ONGC,220,VALVE-GLOBE-BW-1/2IN-CL150-SS304,Ankleshwar,143,52312,40141612
IOCL-100659,IOCL,220,"VALVE GLOBE, 1/2"", 150#, 304SS, BW ENDS",Paradip,85,52414,40141612
BPCL-100660,BPCL,220,VALVE GLOBE DN15 150LBS SS304 BUTTWELD,Bina Refinery,0,51769,40141612
ONGC-100661,ONGC,221,GASKET-SPIRAL-WOUND-RF-2IN-CL600-SS316,Hazira Plant,110,5515,31181504
IOCL-100662,IOCL,221,"GASKET SPIRAL WOUND, 2"", 600#, AISI 316, FLGD RF",Gujarat Refinery,16,5331,31181504
